"Código Productor" "Nombre Productor" "Pólizas Auto" "% Ppto Auto" "Cartera Activa Auto" "Pólizas Fianza" "% Ppto Fianza" "Cartera Activa Fianza" "Pólizas Patrimoniales" "% Ppto Patrimoniales" "Cartera Activa Patrimoniales" "Pólizas Personas" "% Ppto Personas" "Cartera Activa Personas" "Pólizas Salud" "% Ppto Salud" "Cartera Activa Salud" "Pólizas General" "% Ppto General" "Cartera Activa General" "Fecha" "cuentas_esp" "productores" "centro_atencion"
"356" 446 "Kali Hessel-Rolfson" 563 565 230 116 188.233686238527 100 12 27.6434764033183 86 84 77.6751274475828 29 55 1.3086540158838 25 29 75.0886366236955 60 2019-12-22 "Cuenta 4" "Productor 2" "Centro 1"
"357" 368 "Mrs. Earline Harris" 567 28 138 129 150.18093958497 62 4 5.35939249675721 78 97 66.0856722621247 24 71 13.6608945205808 39 26 85.733784083277 17 2019-12-23 "Cuenta 2" "Productor 3" "Centro 3"
"358" 262 "Dr. Dinah Pacocha" 306 141 159 94 166.589328786358 88 71 92.8522308589891 59 14 69.1971610765904 16 3 89.9072055937722 2 41 22.6425009313971 83 2019-12-24 "Cuenta 4" "Productor 1" "Centro 1"
"359" 565 "Vira Reilly" 151 583 85 127 78.6614385433495 4 71 5.09449590463191 32 64 58.7491993326694 78 44 48.4301466029137 47 27 98.5064757056534 20 2019-12-25 "Cuenta 1" "Productor 2" "Centro 4"
"360" 382 "Emmalee Nikolaus" 66 152 222 145 108.498419634998 84 75 37.0639730012044 38 46 52.4870157008991 88 36 43.1449354626238 47 21 23.0620700633153 69 2019-12-26 "Cuenta 1" "Productor 2" "Centro 2"
"361" 106 "Juliann Kuvalis DDS" 220 433 104 197 169.179575238377 60 90 35.6552412966266 44 45 4.37603294849396 86 88 77.0907506579533 37 67 28.7921220064163 95 2019-12-27 "Cuenta 3" "Productor 1" "Centro 1"
"362" 441 "Mr. Abelardo Dibbert" 49 252 265 33 196.122023230419 2 24 20.3166737919673 12 9 44.8448982555419 65 18 81.4765360672027 48 95 3.68947056122124 79 2019-12-28 "Cuenta 3" "Productor 5" "Centro 1"
"363" 134 "Dr. Eleanor Borer DVM" 151 421 26 39 58.6291673593223 59 84 86.3452484831214 1 22 4.44562898483127 28 5 33.7042364757508 25 13 60.2408938109875 15 2019-12-29 "Cuenta 1" "Productor 3" "Centro 2"
"364" 411 "Francisco Boyer" 107 40 157 144 163.370233913884 92 63 26.7292104428634 17 99 79.3900136835873 16 94 48.0534935137257 58 61 65.6012946506962 69 2019-12-30 "Cuenta 5" "Productor 4" "Centro 3"
"365" 386 "Redden Satterfield" 82 229 55 186 136.512503679842 84 50 60.9305458841845 55 14 65.5898969154805 92 11 48.4900646843016 47 98 4.29357327520847 6 2019-12-31 "Cuenta 1" "Productor 2" "Centro 3"
